token_parameter=6; num_cycles=100000
distinct count; relative bias; relative rmse; min num iterations; mean num iterations; max num iterations
1.0; 0.0026205027588134732; 0.002971774489668391; 0; 0.0; 0
2.0; 0.0025199060236157002; 0.037109736879854735; 0; 1.64955; 3
3.0; 0.0025895474373864697; 0.042264654026879456; 0; 2.45515; 4
4.0; 0.0026287341894649643; 0.04459505973080975; 0; 3.06996; 5
5.0; 0.002764466197906382; 0.045850238753918617; 0; 3.06964; 5
6.0; 0.0026075932604618726; 0.0471550344774622; 0; 3.22378; 5
7.0; 0.002529378095222243; 0.048008273102183266; 0; 3.28724; 5
8.0; 0.0026647640679406752; 0.048298126697126235; 0; 3.33432; 5
9.0; 0.0025531663229870615; 0.04885960567155161; 0; 3.26519; 5
10.0; 0.002615049356480526; 0.04910168562716346; 0; 3.2663; 5
11.0; 0.002614946075014986; 0.04947879079655253; 0; 3.30387; 5
12.0; 0.0025637623572279; 0.04969403064163836; 0; 3.33699; 5
13.0; 0.002672153458183606; 0.049839664583386435; 0; 3.33569; 5
14.0; 0.002666474658479479; 0.049982077523399504; 0; 3.37348; 5
15.0; 0.002696557074698058; 0.050197246200034594; 3; 3.36902; 5
16.0; 0.0027349206072594173; 0.05032862590450263; 3; 3.37161; 5
17.0; 0.002746366494246528; 0.05049407029076481; 3; 3.3582; 5
18.0; 0.002837999423405241; 0.05067195791960429; 3; 3.35965; 5
19.0; 0.0027812419679618993; 0.050771925582849195; 3; 3.35266; 5
20.0; 0.0027826981260409057; 0.05080206564835964; 3; 3.3511; 5
21.0; 0.0027208575294131792; 0.05088056863173234; 3; 3.35997; 5
22.0; 0.0027429788781519727; 0.05092542680871463; 3; 3.37444; 5
23.0; 0.0026953538234890735; 0.05105852135555948; 3; 3.3825; 5
24.0; 0.00272843845484508; 0.0511483400806591; 3; 3.39558; 5
25.0; 0.00267190335324491; 0.05124630815435473; 3; 3.40704; 5
26.0; 0.002644621802308567; 0.051268540001246574; 3; 3.41343; 5
27.0; 0.0026219256834922717; 0.051329313431689956; 3; 3.42016; 5
28.0; 0.0027104046979388578; 0.05136158560458078; 3; 3.43023; 5
29.0; 0.002728384539248419; 0.05136286348436597; 3; 3.42923; 5
30.0; 0.0027356479728155854; 0.05141114015575976; 3; 3.42962; 5
31.0; 0.002733789821350572; 0.05146002268951323; 3; 3.43251; 5
32.0; 0.0027700034170669284; 0.051580479627735425; 3; 3.43227; 5
33.0; 0.002793494747814707; 0.05169246260899803; 3; 3.43426; 5
34.0; 0.002799568874914331; 0.051768766599961734; 3; 3.43767; 5
35.0; 0.0028450959838390317; 0.051882244899644894; 3; 3.43749; 5
36.0; 0.0028813353204049635; 0.051945209834527606; 3; 3.43821; 5
37.0; 0.002893588948991565; 0.05195648878324071; 3; 3.43287; 5
38.0; 0.002928541385915954; 0.05207891114325871; 3; 3.4248; 5
39.0; 0.0028813526139641658; 0.05208998833104172; 3; 3.41885; 5
40.0; 0.00287400983473873; 0.052100926534526096; 3; 3.40838; 5
42.0; 0.0028781707116729022; 0.05222935393763233; 3; 3.40187; 5
44.0; 0.002851932359173132; 0.05233075635162316; 3; 3.40729; 5
46.0; 0.002786587061842342; 0.05249276267760791; 3; 3.42034; 5
48.0; 0.002813795581452471; 0.052654190517496625; 3; 3.42943; 5
50.0; 0.002850889108433516; 0.05279205820534709; 3; 3.44123; 5
