token_parameter=18; num_cycles=100000
distinct count; relative bias; relative rmse; min num iterations; mean num iterations; max num iterations
24.0; 1.9290294748584205E-6; 7.452599769613902E-4; 2; 2.37621; 3
25.0; 1.4997790377397892E-6; 7.588359934825094E-4; 2; 2.35911; 3
26.0; 1.5348088973948515E-6; 7.594341290675234E-4; 2; 2.36005; 3
27.0; 2.725454027685068E-6; 7.313116939370941E-4; 2; 2.36255; 3
28.0; 3.16256212614897E-6; 7.230444401012773E-4; 2; 2.35564; 3
29.0; 2.9235740168697385E-6; 7.313582705041734E-4; 2; 2.37439; 3
30.0; 2.7427435224329792E-6; 7.377151579336747E-4; 2; 2.39736; 3
31.0; 3.2587389884956233E-6; 7.283367147324626E-4; 2; 2.41506; 4
32.0; 2.8456386974428695E-6; 7.393360477609572E-4; 2; 2.39804; 3
33.0; 2.193443027508751E-6; 7.543401868221089E-4; 2; 2.32589; 3
34.0; 1.3223037530389762E-6; 7.72353829092223E-4; 2; 2.33431; 3
35.0; 1.395497065959412E-6; 7.717120060248257E-4; 2; 2.35319; 3
36.0; 3.8790863422131966E-7; 7.902878126076158E-4; 2; 2.34308; 3
37.0; -5.322050180416093E-7; 8.059754663933047E-4; 2; 2.34215; 3
38.0; -5.25341510478022E-8; 7.978718553953961E-4; 2; 2.33604; 4
39.0; 6.908114269859057E-7; 7.858142842040659E-4; 2; 2.35603; 3
40.0; 9.304176664137422E-7; 7.822857675991009E-4; 2; 2.33841; 3
42.0; 7.506326687480918E-7; 7.856960339246833E-4; 2; 2.35315; 4
44.0; 1.6107072167234015E-6; 7.73667009146951E-4; 2; 2.34546; 3
46.0; 9.851190001593966E-7; 7.833600468775697E-4; 2; 2.35564; 3
48.0; 7.248556716000168E-7; 7.87313395456441E-4; 2; 2.37435; 4
50.0; 1.7904640667601085E-6; 7.740733113918032E-4; 2; 2.38445; 3
52.0; 1.7150177003485383E-6; 7.758304249480582E-4; 2; 2.37226; 4
54.0; 2.296928973269244E-6; 7.696412040851809E-4; 2; 2.38403; 4
56.0; 1.8586807394133586E-6; 7.756499688167489E-4; 2; 2.37152; 4
58.0; 2.0510887495235594E-6; 7.741827221511694E-4; 2; 2.37268; 4
60.0; 1.8164293460751573E-6; 7.809537911027119E-4; 2; 2.38431; 4
62.0; 2.1599351433885734E-6; 7.777192655469943E-4; 2; 2.41619; 4
65.0; 1.476770818805172E-6; 7.850244665240745E-4; 2; 2.32678; 3
68.0; 2.4964932429021905E-6; 7.7576962424303E-4; 2; 2.33028; 4
71.0; 2.3218799910478126E-6; 7.780129980486862E-4; 2; 2.33052; 3
74.0; 3.537155959132244E-6; 7.680498024681791E-4; 2; 2.33489; 4
77.0; 3.8953042392165326E-6; 7.659800485548094E-4; 2; 2.34383; 4
80.0; 4.2396378597617836E-6; 7.66169760283368E-4; 2; 2.36049; 4
84.0; 4.47979876397885E-6; 7.672839033567735E-4; 2; 2.36316; 4
88.0; 3.794053856019985E-6; 7.732268541242771E-4; 2; 2.36343; 4
92.0; 4.042614337115824E-6; 7.721327131437579E-4; 2; 2.36397; 4
96.0; 2.8094364500547853E-6; 7.809065391126828E-4; 2; 2.38029; 4
100.0; 1.7842854334756082E-6; 7.876115425036298E-4; 2; 2.38548; 4
104.0; 2.1859988676328324E-6; 7.86324777597834E-4; 2; 2.38878; 4
109.0; 1.968503400817245E-6; 7.87508017229789E-4; 2; 2.38901; 4
114.0; 2.048338571891142E-6; 7.879042638770555E-4; 2; 2.38868; 4
119.0; 2.2210355322076647E-6; 7.867860807438506E-4; 2; 2.41189; 4
124.0; 1.9897459370873006E-6; 7.885951349814774E-4; 2; 2.40171; 4
130.0; 1.3513594145221404E-6; 7.935271057815767E-4; 2; 2.33987; 4
136.0; 1.4709291941214364E-6; 7.922827703691511E-4; 2; 2.35565; 4
142.0; 2.397924146807313E-6; 7.876221800092538E-4; 2; 2.34812; 4
149.0; 2.7919217172301954E-6; 7.88346253047008E-4; 2; 2.3624; 4
156.0; 1.8764894866524283E-6; 7.922814292895231E-4; 2; 2.36293; 4
163.0; 1.4853517846871104E-6; 7.942438649205485E-4; 2; 2.36794; 4
171.0; -6.990517516368366E-7; 8.011613659974838E-4; 2; 2.37712; 4
179.0; -1.0653530420255042E-7; 7.9878773554543E-4; 2; 2.37355; 4
187.0; -2.483691954333768E-7; 7.999146961479713E-4; 2; 2.37873; 4
196.0; -8.109975382527706E-8; 7.998317676374651E-4; 2; 2.38602; 4
205.0; 4.343912761548309E-8; 7.99931705184449E-4; 2; 2.39272; 4
215.0; -7.907447131272018E-9; 8.008036553822492E-4; 2; 2.39844; 4
225.0; 4.215086374673004E-7; 8.002567472558609E-4; 2; 2.3976; 4
236.0; 5.430673809600828E-7; 8.003709380909041E-4; 2; 2.40091; 4
247.0; 1.642802737154158E-6; 7.974073664813361E-4; 2; 2.40798; 4
259.0; 1.2207724986981894E-6; 7.973501145699641E-4; 2; 2.34652; 4
271.0; 7.723229246662338E-7; 7.982164782456152E-4; 2; 2.35575; 4
284.0; 6.894331449915855E-7; 7.992805087521385E-4; 2; 2.36236; 4
298.0; -7.852528387739243E-7; 8.040990012415411E-4; 2; 2.36733; 4
312.0; -2.3875253463419708E-6; 8.078963612979703E-4; 2; 2.37316; 4
327.0; -3.6180593826179E-6; 8.098638561797425E-4; 2; 2.37677; 4
343.0; -2.4084871558757025E-6; 8.078733914025518E-4; 2; 2.38433; 4
360.0; -2.1724911405015252E-6; 8.067354220237258E-4; 2; 2.38833; 4
377.0; -2.177049947744797E-6; 8.063103338670068E-4; 2; 2.39362; 4
395.0; 2.9231353279469717E-7; 8.026228994882207E-4; 2; 2.39843; 4
414.0; 6.083578669420928E-7; 8.011048236324713E-4; 2; 2.39849; 4
434.0; -1.808309673564551E-7; 8.020509955214388E-4; 2; 2.40939; 4
455.0; 7.782242083508034E-7; 7.988270650622162E-4; 2; 2.40803; 4
477.0; 6.975680364274468E-7; 7.980453553114665E-4; 2; 2.41307; 4
500.0; 1.4007275066449254E-6; 7.968394565361423E-4; 2; 2.41856; 4
525.0; 2.4297790970392336E-6; 7.939034417664399E-4; 2; 2.36189; 4
551.0; 1.4646855811764505E-6; 7.935684953915467E-4; 2; 2.36996; 4
578.0; 2.3859379667232946E-7; 7.949609281524316E-4; 2; 2.37445; 4
606.0; 1.19270897298359E-6; 7.94757984822299E-4; 2; 2.37862; 4
636.0; 1.2633705946125633E-6; 7.94087826277159E-4; 2; 2.38738; 4
667.0; 1.2653596918140448E-6; 7.933647561227667E-4; 2; 2.39123; 4
700.0; 7.749760734089785E-7; 7.931333754656658E-4; 2; 2.39654; 4
734.0; 6.897602383487113E-7; 7.926763738786323E-4; 2; 2.40206; 4
770.0; 1.281090211481142E-6; 7.928802648036468E-4; 2; 2.40406; 4
808.0; 1.3191538744472266E-6; 7.91291043871151E-4; 2; 2.40278; 4
848.0; 1.7346523199493874E-6; 7.915112630209919E-4; 2; 2.413; 4
890.0; 2.7572327380079287E-6; 7.911340931972268E-4; 2; 2.41569; 4
934.0; 2.8410192472446892E-6; 7.917421300873723E-4; 2; 2.42487; 4
980.0; 3.1477888433789562E-6; 7.91507869482886E-4; 2; 2.42657; 4
1029.0; 2.4171318443482906E-6; 7.933584417651251E-4; 2; 2.37112; 4
1080.0; 2.646140352203432E-6; 7.937014815806041E-4; 2; 2.3774; 4
1134.0; 3.19443061973533E-6; 7.947216428032077E-4; 2; 2.37828; 4
1190.0; 3.5697330693334713E-6; 7.945881697824853E-4; 2; 2.38728; 4
1249.0; 5.629599869789212E-6; 7.943016188403232E-4; 2; 2.39431; 4
1311.0; 5.692537267079855E-6; 7.938186174489177E-4; 2; 2.40093; 4
1376.0; 4.7622468230623425E-6; 7.952949061819955E-4; 2; 2.40147; 4
1444.0; 3.905453939386222E-6; 7.957888683033076E-4; 2; 2.40957; 4
1516.0; 3.1288193961680866E-6; 7.960598490412436E-4; 2; 2.41001; 4
1591.0; 2.438951280615946E-6; 7.957784647510634E-4; 2; 2.41175; 4
1670.0; 2.0789232243582624E-6; 7.963061744487613E-4; 2; 2.41839; 4
1753.0; 2.361133122095036E-6; 7.974324110506778E-4; 2; 2.42453; 4
1840.0; 2.53801334651961E-6; 7.968348084048157E-4; 2; 2.42554; 4
1931.0; 2.5302446548973886E-6; 7.963837053373005E-4; 2; 2.43269; 4
2027.0; 2.3240673723626653E-6; 7.944497314706271E-4; 2; 2.43796; 4
2128.0; 2.289727179898655E-6; 7.956400763423924E-4; 2; 2.38561; 4
2234.0; 2.295115420785743E-6; 7.95201909650309E-4; 2; 2.3912; 4
2345.0; 1.790657757708289E-6; 7.957191725186705E-4; 2; 2.39592; 4
2462.0; 1.5459611901290753E-6; 7.958859848555182E-4; 2; 2.40139; 4
2585.0; 1.5238675059735508E-6; 7.955559115962273E-4; 2; 2.39993; 4
2714.0; 1.918648220791059E-6; 7.957436340241919E-4; 2; 2.41153; 4
2849.0; 3.101266419958541E-6; 7.958507834924526E-4; 2; 2.41498; 4
2991.0; 2.6860435241446733E-6; 7.96377497528032E-4; 2; 2.41728; 4
3140.0; 1.4445513634095544E-6; 7.976075649784991E-4; 2; 2.42178; 4
3296.0; 1.2506187550931437E-6; 7.974413187889735E-4; 2; 2.42543; 4
3460.0; 3.6287926802824217E-7; 7.974920624468533E-4; 2; 2.43052; 4
3633.0; 5.982747206388677E-7; 7.977992160256202E-4; 2; 2.43197; 4
3814.0; 9.614008366153735E-7; 7.982746973933642E-4; 2; 2.44051; 4
4004.0; 1.1049580980748932E-6; 7.964725223504765E-4; 2; 2.44417; 4
4204.0; 4.1333677585802406E-8; 7.974993458355655E-4; 2; 2.39218; 4
4414.0; 3.965864023858629E-7; 7.973811780652916E-4; 2; 2.40087; 4
4634.0; 2.097895394989327E-7; 7.976004317268581E-4; 2; 2.40202; 4
4865.0; -5.611090492960916E-7; 7.968489540455718E-4; 2; 2.4111; 4
5108.0; 1.0583900286118038E-6; 7.995711939767547E-4; 2; 2.41579; 4
5363.0; 1.7499454942876224E-6; 8.000837462110685E-4; 2; 2.42022; 4
5631.0; 1.5470341515867286E-6; 7.998857695290471E-4; 2; 2.4302; 4
5912.0; 1.6348686832695513E-6; 7.9936598793448E-4; 2; 2.43587; 4
6207.0; 9.684076064872961E-7; 7.996414435688454E-4; 2; 2.44535; 4
6517.0; -2.1399352088549054E-8; 7.996214602814147E-4; 2; 2.45262; 4
6842.0; 2.7897495508321833E-7; 7.999494668338259E-4; 2; 2.46597; 4
7184.0; -1.577194487236296E-6; 7.994967296997814E-4; 2; 2.47961; 4
7543.0; -1.6069691765482453E-6; 7.991226966424927E-4; 2; 2.49414; 4
7920.0; -7.215558833855364E-7; 7.996355924110233E-4; 2; 2.5171; 4
8315.0; -9.746779316240867E-7; 7.99613276096836E-4; 2; 2.48149; 4
8730.0; -3.730323260702229E-8; 7.998145273379063E-4; 2; 2.51658; 4
9166.0; -2.469491869471192E-7; 8.009339519758086E-4; 2; 2.5616; 4
9624.0; 9.752627824498633E-7; 8.020955353345819E-4; 2; 2.62346; 4
10105.0; 1.116539923560883E-6; 8.009179992735189E-4; 2; 2.6922; 4
10610.0; 1.343425946043522E-6; 8.003508747501965E-4; 2; 2.78396; 4
11140.0; 1.7119465566038947E-6; 7.995398981513446E-4; 2; 2.88599; 4
11696.0; 2.6335826773312206E-6; 7.993101235075014E-4; 2; 2.97965; 4
12280.0; 2.3549014327062584E-6; 7.990390811550466E-4; 2; 3.05916; 4
12894.0; 2.449431462516291E-6; 7.985000758346308E-4; 2; 3.12005; 4
13538.0; 7.630514783276931E-7; 7.977527559750553E-4; 2; 3.17762; 4
14214.0; 2.698525743096069E-7; 7.968313874077891E-4; 3; 3.25756; 4
14924.0; 1.864220570168253E-7; 7.960096570007095E-4; 3; 3.36716; 4
15670.0; -2.3559538789460418E-7; 7.973252493134451E-4; 3; 3.51198; 4
16453.0; -7.584546035759229E-7; 7.97134437977317E-4; 3; 3.34437; 4
17275.0; -3.0521825912522716E-7; 7.975865061215952E-4; 3; 3.50198; 4
18138.0; -2.0184097481750193E-6; 7.983337969030025E-4; 3; 3.16005; 5
19044.0; -2.256403425318981E-6; 7.986913075123114E-4; 3; 3.25719; 4
19996.0; -1.415674573229035E-6; 7.98221927261891E-4; 3; 3.41617; 5
20995.0; -2.027006961584648E-6; 8.003311052400919E-4; 3; 3.25424; 5
22044.0; -2.3879124713731227E-6; 8.003107555560614E-4; 3; 3.41952; 5
23146.0; -1.8215685065544057E-6; 8.011242878629328E-4; 3; 3.29008; 5
24303.0; -2.8307459044128374E-6; 8.009705309144226E-4; 3; 3.46894; 5
25518.0; -2.5995378846063333E-6; 8.008139479045132E-4; 3; 3.36161; 5
26793.0; -2.1459907905620713E-6; 8.011015734064189E-4; 3; 3.39158; 5
28132.0; -3.3226334149613375E-6; 8.008938217896095E-4; 3; 3.43874; 5
29538.0; -2.1550788939315993E-6; 7.999241495974705E-4; 3; 3.43819; 5
31014.0; -5.131571963322406E-7; 8.000441112327851E-4; 3; 3.43398; 5
32564.0; -9.161802074766534E-7; 7.996974097934327E-4; 3; 3.45706; 5
34192.0; -1.315725726470395E-6; 8.004623563015737E-4; 3; 3.43258; 5
35901.0; -1.7121024633057954E-6; 8.010797658974775E-4; 3; 3.40254; 5
37696.0; -8.138773929141344E-7; 8.009881282078841E-4; 3; 3.39667; 5
39580.0; -9.937340543895204E-7; 8.038182052106087E-4; 3; 3.42155; 5
41559.0; -1.2588199270882355E-6; 8.040173774228868E-4; 3; 3.42008; 5
43636.0; -1.4045544769727823E-6; 8.048413810073131E-4; 3; 3.43721; 5
45817.0; -2.5207576227044717E-6; 8.061255582879718E-4; 3; 3.43957; 5
48107.0; -2.0432815783467468E-6; 8.055445148713125E-4; 3; 3.4577; 5
50512.0; -2.3184489400382793E-6; 8.037648061877515E-4; 3; 3.45943; 5
53037.0; -2.12568508145856E-6; 8.036978549494262E-4; 3; 3.47352; 5
55688.0; -2.266101645771233E-6; 8.040762872370668E-4; 3; 3.48594; 5
58472.0; -3.0918167831546002E-6; 8.046139252625957E-4; 3; 3.49035; 5
61395.0; -3.1167089741126896E-6; 8.052331444192934E-4; 3; 3.50113; 5
64464.0; -3.147268114569622E-6; 8.057360483227087E-4; 3; 3.50734; 5
67687.0; -2.2932963551376244E-6; 8.059129533077868E-4; 3; 3.48032; 5
71071.0; -3.539146816137241E-6; 8.059438370937313E-4; 3; 3.49343; 5
74624.0; -2.882250243271393E-6; 8.076133600492902E-4; 3; 3.43851; 5
78355.0; -1.931462459968054E-6; 8.077673650626452E-4; 3; 3.46102; 5
82272.0; -1.4936016180704875E-6; 8.077744391611511E-4; 3; 3.46631; 5
86385.0; -1.1811389686845186E-6; 8.08826957201024E-4; 3; 3.48245; 5
90704.0; -1.3822348840420276E-6; 8.104931063253627E-4; 3; 3.49135; 5
95239.0; -2.849525434055091E-7; 8.116711305014633E-4; 3; 3.50423; 5
100000.0; -1.1239267423904792E-6; 8.120060924486249E-4; 3; 3.51448; 5
