token_parameter=26; num_cycles=100000
distinct count; relative bias; relative rmse; min num iterations; mean num iterations; max num iterations
142.0; 5.890717866878719E-10; 4.979502625840304E-5; 2; 2.00003; 3
149.0; -9.970025932052644E-8; 5.6149833713027726E-5; 2; 2.00006; 3
156.0; -6.124902193185915E-8; 5.3630245013189716E-5; 2; 2.00011; 3
163.0; -2.4599198079920303E-8; 5.132707743840519E-5; 2; 2.00007; 3
171.0; -4.31243226602248E-8; 5.230365064987012E-5; 2; 2.0; 2
179.0; -2.337479365272358E-9; 4.996604323974677E-5; 2; 2.00012; 3
187.0; -1.679940608919983E-8; 5.0729533641053514E-5; 2; 2.00025; 3
196.0; -7.440464762713157E-8; 5.3507836979182746E-5; 2; 2.00008; 3
205.0; -7.618452269107724E-8; 5.34332566752531E-5; 2; 2.00013; 3
215.0; -7.064521158749257E-8; 5.302810137654222E-5; 2; 2.00009; 3
225.0; -6.339077940615298E-8; 5.258383020405618E-5; 2; 2.00078; 3
236.0; -1.341928595325181E-7; 5.52430128434201E-5; 2; 2.0001; 3
247.0; -1.9624937999505801E-7; 5.725027774372994E-5; 2; 2.00052; 3
259.0; -2.4475201120430483E-7; 5.854890908297819E-5; 2; 2.00009; 3
271.0; -2.1252314684797077E-7; 5.7159459941870654E-5; 2; 2.00013; 3
284.0; -2.4533010842658417E-7; 5.785084976469943E-5; 2; 2.00034; 3
298.0; -2.6655435277613023E-7; 5.811454864146931E-5; 2; 2.00031; 3
312.0; -2.507041364562832E-7; 5.732660981138837E-5; 2; 2.00068; 3
327.0; -1.6641099488343162E-7; 5.4696693898897976E-5; 2; 2.00065; 3
343.0; -1.976122708861934E-7; 5.530738293350162E-5; 2; 2.00048; 3
360.0; -1.6141278406702024E-7; 5.4138986394861775E-5; 2; 2.00074; 3
377.0; -1.2466933003435555E-7; 5.3040086385838384E-5; 2; 2.0011; 3
395.0; -1.328481704238086E-7; 5.309290717054024E-5; 2; 2.00094; 3
414.0; -1.5534496021623322E-7; 5.3455758072063614E-5; 2; 2.00145; 3
434.0; -1.2025274648063947E-7; 5.2529261016798925E-5; 2; 2.00141; 3
455.0; -7.876050039854258E-8; 5.152904722030286E-5; 2; 2.00199; 3
477.0; -5.22510826062286E-8; 5.090740029351233E-5; 2; 2.00251; 3
500.0; -3.826178293285807E-8; 5.0580392565940984E-5; 2; 2.00309; 3
525.0; -4.855648819215536E-8; 5.0736068482292316E-5; 2; 2.00148; 3
551.0; -4.718967874673696E-8; 5.066724721437182E-5; 2; 2.00241; 3
578.0; -5.2417121809824366E-8; 5.071489486971752E-5; 2; 2.00303; 3
606.0; 3.342284280805309E-9; 4.97566748186093E-5; 2; 2.00329; 3
636.0; -3.997725155625247E-8; 5.043576201292801E-5; 2; 2.00428; 3
667.0; -2.263496466919522E-8; 5.014653254911506E-5; 2; 2.0052; 3
700.0; -6.149681936974503E-8; 5.0677449363263894E-5; 2; 2.00645; 3
734.0; -1.627577891873587E-8; 5.002400106606766E-5; 2; 2.00685; 3
770.0; -2.2664678885683777E-8; 5.009326803355493E-5; 2; 2.00895; 3
808.0; -6.006460111612821E-8; 5.0534180670315156E-5; 2; 2.01082; 3
848.0; -7.550668333028533E-8; 5.0674477859723033E-5; 2; 2.0133; 3
890.0; -9.294769130145836E-8; 5.0820945980257375E-5; 2; 2.01594; 3
934.0; -8.929268028440538E-8; 5.0729057591222476E-5; 2; 2.01968; 3
980.0; -5.586810659539243E-8; 5.034307636284782E-5; 2; 2.02358; 3
1029.0; -1.3628997557601327E-7; 5.1076959139858747E-5; 2; 2.01518; 3
1080.0; -1.602770282269106E-7; 5.122489293853556E-5; 2; 2.01706; 3
1134.0; -1.0245054938166534E-7; 5.065047232272503E-5; 2; 2.0217; 3
1190.0; -9.493193067295074E-8; 5.053808838030476E-5; 2; 2.02649; 3
1249.0; -2.0458393284868966E-8; 4.9902629938603265E-5; 2; 2.03123; 3
1311.0; -8.689519960595532E-9; 4.979549524296568E-5; 2; 2.03647; 3
1376.0; 1.625521562336382E-8; 4.960078965730454E-5; 2; 2.04474; 3
1444.0; 3.36629639797227E-8; 4.9474195081030344E-5; 2; 2.05436; 3
1516.0; 4.4760873135973546E-8; 4.939887175188531E-5; 2; 2.06439; 3
1591.0; 7.325668896584737E-8; 4.921924822083507E-5; 2; 2.08153; 3
1670.0; 2.7756197162354323E-8; 4.9569899131887365E-5; 2; 2.09668; 3
1753.0; 4.671109677513606E-8; 4.94458527944285E-5; 2; 2.11586; 3
1840.0; 1.5288417036647732E-8; 4.9602478151410315E-5; 2; 2.13805; 3
1931.0; -8.785504124497903E-8; 5.021243623514034E-5; 2; 2.16991; 3
2027.0; -2.768640289006127E-8; 4.9910239277123846E-5; 2; 2.20084; 3
2128.0; 7.572517398580973E-9; 4.97857530103922E-5; 2; 2.12445; 3
2234.0; -1.5999451611854102E-8; 4.9997699740073294E-5; 2; 2.14821; 3
2345.0; -1.4431875331008605E-9; 5.004751545057591E-5; 2; 2.17596; 3
2462.0; 3.797114751932156E-8; 4.9839545787232156E-5; 2; 2.21287; 3
2585.0; 9.091372343217781E-8; 4.9559796847363577E-5; 2; 2.25579; 3
2714.0; 1.937690559516314E-8; 4.977308556818413E-5; 2; 2.30256; 3
2849.0; 6.199929465166428E-9; 4.988008661125235E-5; 2; 2.35991; 3
2991.0; -1.4335308066069213E-8; 4.991013846486107E-5; 2; 2.41908; 3
3140.0; -6.494068087196031E-8; 5.005256276961028E-5; 2; 2.49459; 3
3296.0; -1.5316031768513965E-8; 4.9945485113524374E-5; 2; 2.55674; 3
3460.0; -2.8433803897831166E-8; 4.992619620656187E-5; 2; 2.67397; 3
3633.0; -5.527589343076431E-8; 4.9997200718513475E-5; 2; 2.0761; 3
3814.0; -3.759860467515486E-8; 4.993724346105664E-5; 2; 2.20217; 3
4004.0; -1.102806367137779E-8; 4.9895350725969876E-5; 2; 2.37422; 3
4204.0; -1.123143747612099E-8; 4.9890494224477503E-5; 2; 2.25537; 3
4414.0; 5.608138162711744E-8; 4.9657834768344146E-5; 2; 2.12959; 3
4634.0; 4.553675178949055E-8; 4.9708197589582444E-5; 2; 2.2595; 3
4865.0; 1.1108160386794773E-7; 4.958400596383001E-5; 2; 2.33794; 3
5108.0; 8.584279887649632E-8; 4.9627072703855785E-5; 2; 2.39339; 4
5363.0; 1.509808352274604E-7; 4.95570721851984E-5; 2; 2.44073; 3
5631.0; 1.5750995220151186E-7; 4.9534766426112005E-5; 2; 2.204; 3
5912.0; 1.5921846573525206E-7; 4.960168135392026E-5; 2; 2.32169; 3
6207.0; 1.6597903063622583E-7; 4.9635084283485E-5; 2; 2.52499; 3
6517.0; 2.0196940715901177E-7; 4.9588487877172744E-5; 2; 2.37012; 3
6842.0; 1.58988241422178E-7; 4.96745189995927E-5; 2; 2.3181; 4
7184.0; 1.6870221608937877E-7; 4.9639384859751466E-5; 2; 2.44318; 3
7543.0; 1.8194948345600018E-7; 4.961156348720804E-5; 2; 2.45202; 3
7920.0; 2.1206718477550122E-7; 4.959205160444677E-5; 2; 2.50024; 4
8315.0; 1.7859966134175179E-7; 4.96563591145588E-5; 2; 2.25752; 4
8730.0; 2.064955005878453E-7; 4.9709304863927236E-5; 2; 2.24109; 3
9166.0; 1.985656470082456E-7; 4.969820821772073E-5; 2; 2.2689; 4
9624.0; 1.966430425943212E-7; 4.975071201043623E-5; 2; 2.33316; 4
10105.0; 1.8196569475918777E-7; 4.9697883579562024E-5; 2; 2.50278; 3
10610.0; 1.3382825570381055E-7; 4.972262178201582E-5; 2; 2.43532; 4
11140.0; 1.1738690901184133E-7; 4.9697422053017076E-5; 2; 2.48334; 4
11696.0; 1.7355046475588922E-7; 4.965006823449463E-5; 2; 2.38742; 3
12280.0; 1.2317784161181176E-7; 4.9731159262059096E-5; 2; 2.47449; 3
12894.0; 1.5257160789584417E-8; 4.982948032151779E-5; 2; 2.43284; 4
13538.0; -7.899731701950091E-8; 4.990759221487874E-5; 2; 2.42635; 4
14214.0; -1.899418982525131E-7; 4.995035072574867E-5; 2; 2.3881; 4
14924.0; -1.7394723799445493E-7; 4.9876341906698816E-5; 2; 2.38112; 4
15670.0; -1.2489842134787302E-7; 4.983041854745147E-5; 2; 2.45149; 4
16453.0; -1.6057295752295652E-7; 4.9841673812784194E-5; 2; 2.41325; 4
17275.0; -1.5970393320223222E-7; 4.9761843969876414E-5; 2; 2.31716; 4
18138.0; -1.9181801907742751E-7; 4.98078068981873E-5; 2; 2.39852; 4
19044.0; -1.481252644455587E-7; 4.981875613031999E-5; 2; 2.37077; 4
19996.0; -1.3220920905274443E-7; 4.980542147097935E-5; 2; 2.39213; 4
20995.0; -1.0379391665685308E-7; 4.981734616330574E-5; 2; 2.38191; 4
22044.0; -9.871069939504802E-8; 4.9871985320528365E-5; 2; 2.40529; 4
23146.0; -8.522038215127274E-8; 4.985084175586527E-5; 2; 2.39493; 4
24303.0; -4.9515409897720264E-8; 4.988591154122389E-5; 2; 2.42828; 4
25518.0; -7.766309596967155E-8; 4.992108512943915E-5; 2; 2.44141; 4
26793.0; -1.6111198594506348E-8; 4.984526025409809E-5; 2; 2.4288; 4
28132.0; -8.593995502145596E-8; 4.982587524684095E-5; 2; 2.4279; 4
29538.0; -5.951472913558038E-8; 4.9797435863148346E-5; 2; 2.36803; 4
31014.0; -9.016382420017827E-8; 4.98318649037289E-5; 2; 2.4329; 4
32564.0; -1.556194153339023E-7; 4.9843889820278926E-5; 2; 2.45201; 4
34192.0; -1.4544725987050829E-7; 4.992366081595888E-5; 2; 2.37958; 4
35901.0; -1.0602881057004604E-7; 4.989028677863401E-5; 2; 2.39842; 4
37696.0; -8.079519920456408E-8; 4.992532342066971E-5; 2; 2.40779; 4
39580.0; -7.927235905107394E-8; 4.9943844232012456E-5; 2; 2.40078; 4
41559.0; -5.298617570196211E-8; 4.988404491946537E-5; 2; 2.39282; 4
43636.0; -8.11182211666502E-8; 4.9944515560103576E-5; 2; 2.40597; 4
45817.0; -1.517073078624622E-7; 4.996264139903391E-5; 2; 2.41602; 4
48107.0; -2.1957434743275693E-7; 4.9953234829899735E-5; 2; 2.42287; 4
50512.0; -2.686963837489582E-7; 4.99287830104003E-5; 2; 2.40412; 4
53037.0; -2.280512407281124E-7; 4.993850681018653E-5; 2; 2.41573; 4
55688.0; -2.2530302254951944E-7; 4.990882841839576E-5; 2; 2.436; 4
58472.0; -2.2108472688970036E-7; 4.985254235846581E-5; 2; 2.43668; 4
61395.0; -2.0964561500189108E-7; 4.984747155039788E-5; 2; 2.44222; 4
64464.0; -2.3152525612969068E-7; 4.982424795429946E-5; 2; 2.44598; 4
67687.0; -2.1931180564007144E-7; 4.979966059836055E-5; 2; 2.37001; 4
71071.0; -1.6696300069537605E-7; 4.971825328185384E-5; 2; 2.40185; 4
74624.0; -1.4059174134095488E-7; 4.964229831885023E-5; 2; 2.38573; 4
78355.0; -1.2937069980035208E-7; 4.966442920865794E-5; 2; 2.4012; 4
82272.0; -1.4963089817348616E-7; 4.97068870645967E-5; 2; 2.41006; 4
86385.0; -8.165217043549804E-8; 4.967764902930693E-5; 2; 2.42199; 4
90704.0; -1.1858820585306776E-7; 4.968976912245097E-5; 2; 2.4133; 4
95239.0; -1.60358954560474E-7; 4.9739068333470846E-5; 2; 2.42424; 4
100000.0; -1.792273666849287E-7; 4.975376357199079E-5; 2; 2.42542; 4
