sketch_name=exaloglog; t=2; d=16; p=4; num_cycles=100000; large_scale_simulation_mode_distinct_count_limit=1000000
distinct count; relative bias maximum likelihood; relative rmse maximum likelihood; theoretical relative standard error maximum likelihood; relative bias martingale; relative rmse martingale; theoretical relative standard error martingale; min num iterations; mean num iterations; max num iterations
1.0; -0.0038742958594348664; 0.009235426201332886; 0.09927216498467092; 0.0; 0.0; 0.08487636266224143; 0; 0.0; 0
2.0; -0.003997452582608208; 0.04843381108788872; 0.09927216498467092; -8.043386902629546E-5; 0.042674081072687546; 0.08487636266224143; 0; 1.67482; 4
3.0; -0.004072003245714303; 0.055532028487586725; 0.09927216498467092; -1.0670066811401618E-4; 0.04911365262931588; 0.08487636266224143; 0; 2.45958; 4
4.0; -0.0038145703171172385; 0.05818611344229046; 0.09927216498467092; -2.2624092602114828E-5; 0.0518557442443133; 0.08487636266224143; 0; 3.06125; 5
5.0; -0.0038457564081684666; 0.06001797566861998; 0.09927216498467092; -3.2120182944023467E-5; 0.05351628650961968; 0.08487636266224143; 0; 3.0388; 5
6.0; -0.0037777401767593176; 0.06139665887464924; 0.09927216498467092; -1.6535208976575573E-5; 0.054672530559685704; 0.08487636266224143; 0; 3.20279; 5
7.0; -0.0037038299606347463; 0.062222886029111184; 0.09927216498467092; 1.397013516835588E-5; 0.05532942714865901; 0.08487636266224143; 0; 3.29692; 5
8.0; -0.0034966441164446405; 0.06276603190733311; 0.09927216498467092; 1.8547114499738957E-4; 0.055797910996670294; 0.08487636266224143; 0; 3.33096; 5
9.0; -0.0033033002970097574; 0.06319840730583856; 0.09927216498467092; 3.307521932458446E-4; 0.056192186328720334; 0.08487636266224143; 0; 3.2528; 5
10.0; -0.003378610617376869; 0.06376105209364971; 0.09927216498467092; 3.1063662870795434E-4; 0.056682854250790504; 0.08487636266224143; 0; 3.26785; 5
11.0; -0.0034257163622460705; 0.0639995627326786; 0.09927216498467092; 2.3750675239304352E-4; 0.0570373857906133; 0.08487636266224143; 0; 3.3027; 5
12.0; -0.003468480171531556; 0.06434500077316173; 0.09927216498467092; 2.1990659190962786E-4; 0.05732233692792794; 0.08487636266224143; 0; 3.32457; 5
13.0; -0.003514672894080392; 0.06468318221487622; 0.09927216498467092; 1.5378664232711508E-4; 0.05765147637885368; 0.08487636266224143; 0; 3.35464; 5
14.0; -0.003582359893559748; 0.06498241765902325; 0.09927216498467092; 1.6413639094691872E-4; 0.05785121432478147; 0.08487636266224143; 0; 3.37659; 5
15.0; -0.0035300268886167743; 0.06532350808769308; 0.09927216498467092; 2.0876430615226856E-4; 0.05814757819324526; 0.08487636266224143; 0; 3.37343; 5
16.0; -0.0035421732288441763; 0.06560597325053932; 0.09927216498467092; 1.7116650236942635E-4; 0.05841220051555778; 0.08487636266224143; 0; 3.38243; 5
17.0; -0.0036145411013744338; 0.06591283594069161; 0.09927216498467092; 1.0381253300771925E-4; 0.058665856026684234; 0.08487636266224143; 3; 3.38742; 5
18.0; -0.0036991785597625076; 0.06617708821784565; 0.09927216498467092; 6.40549833179612E-5; 0.05888048215111809; 0.08487636266224143; 3; 3.37692; 5
19.0; -0.0037219855916135426; 0.06627745565768921; 0.09927216498467092; 7.278331913878163E-5; 0.05895373627911217; 0.08487636266224143; 3; 3.362; 5
20.0; -0.0037849416516997497; 0.06648372634865235; 0.09927216498467092; -6.640293949320522E-5; 0.05913307054392756; 0.08487636266224143; 3; 3.35794; 5
21.0; -0.0036518101756387437; 0.06655359433359566; 0.09927216498467092; 2.811135549833129E-5; 0.05918323388052417; 0.08487636266224143; 3; 3.36784; 5
22.0; -0.003678841147718144; 0.06674175844266714; 0.09927216498467092; 2.5724305415977722E-5; 0.05928512459152866; 0.08487636266224143; 3; 3.37675; 5
23.0; -0.003613076936273104; 0.06692205279057281; 0.09927216498467092; 4.424400619620021E-5; 0.059414700199550426; 0.08487636266224143; 3; 3.38771; 5
24.0; -0.0035195071822838524; 0.0669449561666357; 0.09927216498467092; 9.815627591754387E-5; 0.05943139057234736; 0.08487636266224143; 3; 3.395; 5
25.0; -0.003476085895860844; 0.06711952495909904; 0.09927216498467092; 7.630778242660095E-5; 0.05955494674961992; 0.08487636266224143; 3; 3.40461; 5
26.0; -0.003363075713695503; 0.06717392576235794; 0.09927216498467092; 1.82817908761986E-4; 0.05958976203295338; 0.08487636266224143; 3; 3.41216; 5
27.0; -0.003392506765909919; 0.06733763050015203; 0.09927216498467092; 1.3816673736173615E-4; 0.05967866516360045; 0.08487636266224143; 3; 3.41494; 5
28.0; -0.0032718809068103508; 0.06743138576732909; 0.09927216498467092; 2.5376028187729766E-4; 0.05974324424088524; 0.08487636266224143; 3; 3.42439; 5
29.0; -0.0031949908204488464; 0.06753147928385991; 0.09927216498467092; 3.2133322265174717E-4; 0.05980770724446937; 0.08487636266224143; 3; 3.42528; 5
30.0; -0.0031587448265004516; 0.06760962751288956; 0.09927216498467092; 3.0328822208033196E-4; 0.05993286780366144; 0.08487636266224143; 3; 3.43093; 5
31.0; -0.003168007088915338; 0.0676405629308426; 0.09927216498467092; 2.1276193063291915E-4; 0.05995298818309059; 0.08487636266224143; 3; 3.43782; 5
32.0; -0.0031389326947471492; 0.06764087000135534; 0.09927216498467092; 2.0463283791281216E-4; 0.059979351442450646; 0.08487636266224143; 3; 3.43661; 5
33.0; -0.003227335433610707; 0.06771929610084208; 0.09927216498467092; 1.3881822773587657E-4; 0.060060646010229556; 0.08487636266224143; 3; 3.43955; 5
34.0; -0.0032355717541046065; 0.06781423905415132; 0.09927216498467092; 8.866920402711257E-5; 0.060176746893111754; 0.08487636266224143; 3; 3.44158; 5
35.0; -0.0031391419227646774; 0.06789639623714208; 0.09927216498467092; 1.8343412063130074E-4; 0.06025302192198352; 0.08487636266224143; 3; 3.44517; 5
36.0; -0.0031016326708217866; 0.06793998579547317; 0.09927216498467092; 2.0773334845871933E-4; 0.06026813539440586; 0.08487636266224143; 3; 3.44548; 5
37.0; -0.00310301930843387; 0.06803189614777462; 0.09927216498467092; 2.106927551040067E-4; 0.06037060789227999; 0.08487636266224143; 3; 3.44864; 5
38.0; -0.003021795123369002; 0.06820864400383539; 0.09927216498467092; 2.7024417834976806E-4; 0.06045545657628987; 0.08487636266224143; 3; 3.44942; 5
39.0; -0.0030701751121435315; 0.06842015449232926; 0.09927216498467092; 1.9770387759585382E-4; 0.060619467366147345; 0.08487636266224143; 3; 3.44296; 5
40.0; -0.003148743697513002; 0.06845814923144598; 0.09927216498467092; 1.3115989027030452E-4; 0.06063888008774663; 0.08487636266224143; 3; 3.44002; 5
42.0; -0.003175556346280462; 0.06875683889126169; 0.09927216498467092; 9.748686104437643E-5; 0.060786070026249306; 0.08487636266224143; 3; 3.43136; 5
44.0; -0.0030855140821652704; 0.06890940620613131; 0.09927216498467092; 1.2970015409059793E-4; 0.06090480270445886; 0.08487636266224143; 3; 3.42467; 5
46.0; -0.0030059575353965392; 0.06913776802780891; 0.09927216498467092; 1.935755642591837E-4; 0.06114241595544758; 0.08487636266224143; 3; 3.42097; 5
48.0; -0.003073559810506773; 0.06938725647168809; 0.09927216498467092; 1.902392515242977E-4; 0.061243171876763425; 0.08487636266224143; 3; 3.42526; 5
50.0; -0.0030224716601081254; 0.06954230115300115; 0.09927216498467092; 2.4344832279071286E-4; 0.06138942209353043; 0.08487636266224143; 3; 3.42835; 6
52.0; -0.003072536154022296; 0.06979206980447862; 0.09927216498467092; 1.5750246247235068E-4; 0.0615979615497148; 0.08487636266224143; 3; 3.43538; 6
54.0; -0.0030291643963669236; 0.06987501429053548; 0.09927216498467092; 1.6466253235102884E-4; 0.06169915384236053; 0.08487636266224143; 3; 3.44172; 6
56.0; -0.003032104722404135; 0.07007174614312471; 0.09927216498467092; 1.5764705955714068E-4; 0.06184618901483383; 0.08487636266224143; 3; 3.46116; 6
58.0; -0.003089271181681763; 0.07020874577854742; 0.09927216498467092; 7.966379541746797E-5; 0.0619002760522271; 0.08487636266224143; 3; 3.48833; 6
60.0; -0.0031415541654066428; 0.07040590706943323; 0.09927216498467092; 1.277545469288287E-5; 0.06205649143649439; 0.08487636266224143; 3; 3.52612; 6
62.0; -0.003071750685746073; 0.07050402284976294; 0.09927216498467092; 5.9190030464681424E-5; 0.06213451531138243; 0.08487636266224143; 3; 3.57653; 6
65.0; -0.0029051396625902805; 0.07083788592679671; 0.09927216498467092; 1.5448067583357576E-4; 0.062419282961487126; 0.08487636266224143; 3; 3.68138; 6
68.0; -0.0029068266941382464; 0.07095596595104875; 0.09927216498467092; 1.404892971053798E-4; 0.06249121616531452; 0.08487636266224143; 3; 3.82672; 6
71.0; -0.0028390492794531943; 0.0712059922030233; 0.09927216498467092; 1.1728983171549282E-4; 0.06271705867143344; 0.08487636266224143; 3; 3.98923; 6
74.0; -0.0028285858450804104; 0.07137840360679833; 0.09927216498467092; 1.1478036334042559E-4; 0.06280477276439725; 0.08487636266224143; 3; 4.14582; 6
77.0; -0.002817177193981243; 0.07156156988888394; 0.09927216498467092; 1.0248075641131937E-4; 0.06295098320933518; 0.08487636266224143; 3; 4.2663; 6
80.0; -0.0028051741216832656; 0.07172171529081647; 0.09927216498467092; 8.837741556285585E-5; 0.06306298901859193; 0.08487636266224143; 3; 4.35077; 6
84.0; -0.002758273676589429; 0.07201515022152788; 0.09927216498467092; 5.612058676069959E-5; 0.06330936499418478; 0.08487636266224143; 3; 4.42022; 6
88.0; -0.0027503817142517074; 0.07232531180940543; 0.09927216498467092; -8.914361544364926E-6; 0.06345643170035253; 0.08487636266224143; 3; 4.45386; 7
92.0; -0.0027329475341490205; 0.07260898982657732; 0.09927216498467092; -4.810779954190124E-5; 0.06364947676115038; 0.08487636266224143; 3; 4.46862; 7
96.0; -0.002693796612213905; 0.07284403420934815; 0.09927216498467092; -6.97278240139276E-5; 0.06378647696811744; 0.08487636266224143; 3; 4.47793; 7
100.0; -0.0025826939697472066; 0.0731953228283306; 0.09927216498467092; 4.453821328890364E-6; 0.06400516242649014; 0.08487636266224143; 3; 4.47695; 7
105.0; -0.0024643214959664842; 0.07352688201978198; 0.09927216498467092; -6.0396148808866075E-6; 0.0642940155725616; 0.08487636266224143; 4; 4.47559; 7
110.0; -0.002348932955772329; 0.0739749949398466; 0.09927216498467092; -6.99400515505759E-6; 0.06466389015422615; 0.08487636266224143; 4; 4.47463; 7
115.0; -0.0022459073619956562; 0.07430315427957908; 0.09927216498467092; 1.6834090342019485E-5; 0.06489473636589158; 0.08487636266224143; 4; 4.45973; 7
120.0; -0.002184375116461091; 0.07467919287894541; 0.09927216498467092; 5.340239885592966E-5; 0.06514825151537636; 0.08487636266224143; 4; 4.43817; 7
125.0; -0.0021290002153084324; 0.07492804489066954; 0.09927216498467092; 5.6203883085885244E-5; 0.06532920664975356; 0.08487636266224143; 4; 4.41035; 7
131.0; -0.002015575671777869; 0.07531667678571735; 0.09927216498467092; 9.656483448449165E-5; 0.06558326021973807; 0.08487636266224143; 4; 4.38047; 7
137.0; -0.002050949049026613; 0.0757928188676505; 0.09927216498467092; 5.5429174661782576E-5; 0.06591575246967957; 0.08487636266224143; 4; 4.36616; 7
143.0; -0.002019085728215962; 0.07611006316241214; 0.09927216498467092; -3.526686398146397E-6; 0.0662201388502071; 0.08487636266224143; 4; 4.36542; 7
150.0; -0.0020360017607343136; 0.07648850647306303; 0.09927216498467092; -7.939250677749773E-5; 0.06640438020846125; 0.08487636266224143; 4; 4.38136; 7
157.0; -0.0018963366258704275; 0.07684281422389806; 0.09927216498467092; -9.134074892929945E-5; 0.06665127048521544; 0.08487636266224143; 4; 4.4003; 7
164.0; -0.001744735167173885; 0.07726489586350169; 0.09927216498467092; -3.575339207168217E-5; 0.06688409145025172; 0.08487636266224143; 4; 4.42525; 7
172.0; -0.0015535785538288189; 0.07773278410910854; 0.09927216498467092; 1.4689017793486947E-5; 0.0672230262969804; 0.08487636266224143; 4; 4.44722; 7
180.0; -0.0013877431889781917; 0.07808927180713902; 0.09927216498467092; 8.172551765669437E-5; 0.06748490307588084; 0.08487636266224143; 4; 4.46188; 7
188.0; -0.0012700670916487332; 0.07848507288862039; 0.09927216498467092; 7.453677749092279E-5; 0.0677717679820618; 0.08487636266224143; 4; 4.47307; 7
197.0; -0.001112825977322746; 0.07908740742510298; 0.09927216498467092; 1.3606565837090938E-4; 0.06817898565026707; 0.08487636266224143; 4; 4.48054; 7
206.0; -0.0010393600131625217; 0.07947477653597515; 0.09927216498467092; 1.5809017516342004E-4; 0.0684515948326944; 0.08487636266224143; 4; 4.48949; 7
216.0; -8.791431206047988E-4; 0.08017267137731848; 0.09927216498467092; 2.4309989049310532E-4; 0.06889577447751838; 0.08487636266224143; 4; 4.49112; 7
226.0; -6.325824288839664E-4; 0.08080609926152917; 0.09927216498467092; 3.5722122929297964E-4; 0.06929065130000102; 0.08487636266224143; 4; 4.4928; 7
237.0; -6.446237645750947E-4; 0.08126065477993505; 0.09927216498467092; 1.9366342787028473E-4; 0.06952846101618064; 0.08487636266224143; 4; 4.48333; 7
248.0; -5.644240409985426E-4; 0.08189475241237394; 0.09927216498467092; 1.6907186448184824E-4; 0.06997489705779195; 0.08487636266224143; 4; 4.47595; 7
260.0; -4.4622558754517263E-4; 0.08247004107786284; 0.09927216498467092; 1.7083360334365199E-4; 0.07047404401742463; 0.08487636266224143; 4; 4.46414; 7
273.0; -1.7954697643954648E-4; 0.08308711831578947; 0.09927216498467092; 2.977162470488955E-4; 0.0708975039583283; 0.08487636266224143; 4; 4.45356; 7
286.0; -9.209955946068148E-6; 0.08377877413308646; 0.09927216498467092; 3.780362549906719E-4; 0.07136208446188279; 0.08487636266224143; 4; 4.46539; 8
300.0; 2.7507095055262106E-5; 0.08435952812604225; 0.09927216498467092; 2.7613306050978557E-4; 0.07170748630765134; 0.08487636266224143; 4; 4.49907; 7
314.0; 6.488754172572795E-6; 0.08494082078952193; 0.09927216498467092; 1.8024481825924617E-4; 0.0721293325005086; 0.08487636266224143; 4; 4.5557; 8
329.0; 2.2314865080015926E-4; 0.08557936394915892; 0.09927216498467092; 3.609498664079157E-4; 0.07252914121417289; 0.08487636266224143; 4; 4.64156; 8
345.0; 2.698928599231072E-4; 0.08611675183281649; 0.09927216498467092; 3.3325632581366054E-4; 0.07286991778731164; 0.08487636266224143; 4; 4.75646; 8
362.0; 3.077157982824847E-4; 0.08673190994187188; 0.09927216498467092; 3.402938362064268E-4; 0.07325748079046852; 0.08487636266224143; 4; 4.88654; 8
380.0; 3.275086480350351E-4; 0.08739269010057522; 0.09927216498467092; 3.057376326328239E-4; 0.0737531766318844; 0.08487636266224143; 4; 5.01712; 8
398.0; 3.463890143337996E-4; 0.08800971203529867; 0.09927216498467092; 2.701046553075189E-4; 0.0742444631732411; 0.08487636266224143; 4; 5.1303; 8
417.0; 2.1991361116637962E-4; 0.0884338903208455; 0.09927216498467092; 2.174875806058547E-4; 0.07464894397210681; 0.08487636266224143; 4; 5.22458; 8
437.0; 3.634854691565995E-4; 0.08912265916077962; 0.09927216498467092; 2.6588196535678164E-4; 0.07509983884039818; 0.08487636266224143; 4; 5.2934; 8
458.0; 3.7778455174445274E-4; 0.08964647159568664; 0.09927216498467092; 2.276129720153249E-4; 0.07548373346874551; 0.08487636266224143; 4; 5.33951; 8
480.0; 5.161934121695206E-4; 0.09010944791918095; 0.09927216498467092; 2.7691920678107266E-4; 0.07582121684175804; 0.08487636266224143; 4; 5.36738; 8
503.0; 5.215819818927616E-4; 0.09053887654422027; 0.09927216498467092; 3.396472608078192E-4; 0.07618904958322215; 0.08487636266224143; 4; 5.3752; 8
528.0; 3.9987974381492123E-4; 0.09106971550648561; 0.09927216498467092; 2.437037295983682E-4; 0.07661551930796164; 0.08487636266224143; 4; 5.3781; 9
554.0; 3.69135649064515E-4; 0.09162113885413962; 0.09927216498467092; 2.2799896335856608E-4; 0.07699897916249936; 0.08487636266224143; 4; 5.37769; 8
581.0; 1.8566577808400457E-4; 0.09191209245246672; 0.09927216498467092; 3.830173347760139E-5; 0.07726720144694942; 0.08487636266224143; 4; 5.38017; 8
610.0; 1.511967495339222E-4; 0.09228053717159274; 0.09927216498467092; -1.8042890006732332E-5; 0.07757152692080796; 0.08487636266224143; 4; 5.38289; 8
640.0; 1.93082348102344E-5; 0.09276928818688454; 0.09927216498467092; -8.173514588162644E-5; 0.07798608580468552; 0.08487636266224143; 4; 5.38528; 8
672.0; 1.168101377930688E-4; 0.09317478933166744; 0.09927216498467092; -3.207700391210896E-6; 0.07825960284277907; 0.08487636266224143; 4; 5.39881; 8
