token_parameter=8; num_cycles=100000
distinct count; relative bias; relative rmse; min num iterations; mean num iterations; max num iterations
1.0; 6.529242239971502E-4; 7.402266584622268E-4; 0; 0.0; 0
2.0; 5.745030870346926E-4; 0.019139940680579656; 0; 1.39036; 3
3.0; 6.701588369100705E-4; 0.02077594900598461; 0; 1.96196; 3
4.0; 6.854278662399116E-4; 0.02197651966690044; 0; 2.2508; 3
5.0; 7.362162891034595E-4; 0.022520331184239465; 0; 2.3184; 3
6.0; 6.966177970464603E-4; 0.02320320136969131; 0; 2.21991; 4
7.0; 6.277948836659141E-4; 0.02376878613779046; 0; 2.47664; 4
8.0; 6.493118966055823E-4; 0.023976503029032523; 0; 2.45822; 4
9.0; 5.810103839283782E-4; 0.024319859467132093; 0; 2.56183; 4
10.0; 5.935365510160833E-4; 0.024435996157271857; 0; 2.72119; 4
11.0; 6.114648342097459E-4; 0.02451088212446925; 0; 2.88006; 4
12.0; 6.299829428776158E-4; 0.024612637904030482; 0; 3.0174; 4
13.0; 6.374275512143993E-4; 0.024674017262807983; 0; 3.13369; 4
14.0; 6.339662851001547E-4; 0.024747997866773765; 0; 3.26071; 4
15.0; 6.547471668054552E-4; 0.024778920652446614; 2; 3.36495; 4
16.0; 6.986525641165851E-4; 0.02481791493878581; 2; 3.31034; 4
17.0; 6.714520235213561E-4; 0.024926926308100072; 2; 3.34497; 5
18.0; 6.817239718128338E-4; 0.024987131806349306; 2; 3.28575; 5
19.0; 6.773499256926657E-4; 0.02498688186223443; 2; 3.28572; 5
20.0; 6.640593132306207E-4; 0.02501712797539718; 3; 3.3264; 5
21.0; 6.42476324094857E-4; 0.025043514811766334; 3; 3.35604; 5
22.0; 6.657716996370974E-4; 0.025046877101372548; 3; 3.3327; 5
23.0; 6.607772491703331E-4; 0.025111854324270405; 3; 3.36082; 5
24.0; 6.343781734175277E-4; 0.025133940968049592; 3; 3.36124; 5
25.0; 6.216576811938021E-4; 0.025142325921194794; 3; 3.36582; 5
26.0; 6.247944208642747E-4; 0.025173198471961002; 3; 3.37325; 5
27.0; 6.392247175405515E-4; 0.025192344273915094; 3; 3.38001; 5
28.0; 6.672481361666367E-4; 0.025198069487045244; 3; 3.39601; 5
29.0; 6.709087364529214E-4; 0.025224986601768515; 3; 3.39353; 5
30.0; 6.595466706705766E-4; 0.02525619832856423; 3; 3.39881; 5
31.0; 6.962243256427334E-4; 0.02524891732478262; 3; 3.4026; 5
32.0; 7.103904651681436E-4; 0.025247662380731443; 3; 3.40734; 5
33.0; 6.941853528088663E-4; 0.02526955550177175; 3; 3.37286; 5
34.0; 6.783893926363686E-4; 0.025292140201559513; 3; 3.34907; 5
35.0; 6.921915048939268E-4; 0.025291663411543947; 3; 3.34616; 5
36.0; 6.808926916666719E-4; 0.025266926261673716; 3; 3.34616; 5
37.0; 6.773965476188003E-4; 0.02529217560710751; 3; 3.34856; 5
38.0; 6.695808219177196E-4; 0.02530724076807563; 3; 3.35729; 5
39.0; 6.775022425231339E-4; 0.025322336207022816; 3; 3.3625; 5
40.0; 6.849061520932368E-4; 0.025333894693627578; 3; 3.35932; 5
42.0; 6.906559693541008E-4; 0.02534080458414868; 3; 3.36693; 5
44.0; 6.8168573425652E-4; 0.025370295024892763; 3; 3.37849; 5
46.0; 6.712409690628204E-4; 0.025403940641162324; 3; 3.39085; 5
48.0; 6.870094128352887E-4; 0.025410587830432835; 3; 3.39634; 5
50.0; 7.03598935392857E-4; 0.02542926599879412; 3; 3.40416; 5
52.0; 6.976224977153773E-4; 0.02543536549125875; 3; 3.40903; 5
54.0; 7.05658935890184E-4; 0.025499396861618465; 3; 3.4188; 5
56.0; 6.796953190741311E-4; 0.025508401417091785; 3; 3.42543; 5
58.0; 6.933431004384862E-4; 0.02556285001647517; 3; 3.43383; 5
60.0; 6.794220425419562E-4; 0.02557291193206768; 3; 3.43792; 5
62.0; 6.823201325546072E-4; 0.025576070624981028; 3; 3.43746; 5
65.0; 6.955070670935186E-4; 0.02556670106329548; 3; 3.4339; 5
68.0; 6.895175424365042E-4; 0.02558544165584321; 3; 3.42365; 5
71.0; 7.050758887795445E-4; 0.02563674194808561; 3; 3.3912; 5
74.0; 6.907204510123831E-4; 0.025681187443398843; 3; 3.3809; 5
77.0; 6.606845865334738E-4; 0.02567843289395355; 3; 3.38532; 5
80.0; 6.339042915546914E-4; 0.02569319060722458; 3; 3.39702; 5
84.0; 6.409781324494366E-4; 0.025667323340117315; 3; 3.40011; 5
