number of cycles = 100000; data structure = ExaLogLog (t = 0, d = 1, p = 10)
true distinct count; minimum memory size; average memory size; maximum memory size; minimum serialization size; average serialization size; maximum serialization size; relative distinct count estimation bias; relative distinct count estimation rmse; estimated memory MVP; estimated serialization MVP
1; 936; 936.0; 936; 896; 896.0; 896; -3.164720088756033E-4; 3.910465043730909E-4; 0.0011450452559451148; 0.0010961116979987422
10; 936; 936.0; 936; 896; 896.0; 896; -3.074403582676459E-4; 0.01708189899912905; 2.184933055342347; 2.0915598478490844
100; 936; 936.0; 936; 896; 896.0; 896; -1.6386072196842614E-4; 0.017999734530869574; 2.426040438545158; 2.3223634967269886
1000; 936; 936.0; 936; 896; 896.0; 896; -2.5326619096541713E-4; 0.019259092015605692; 2.777393737988565; 2.6587016979035836
10000; 936; 936.0; 936; 896; 896.0; 896; 2.1653439051543847E-5; 0.02502302125544363; 4.688623126514874; 4.488254616834752
100000; 936; 936.0; 936; 896; 896.0; 896; -2.914370207179522E-5; 0.026852730760391446; 5.399365789884067; 5.168623662111243
1000000; 936; 936.0; 936; 896; 896.0; 896; -8.248861976276169E-5; 0.02687236242921491; 5.407263482602783; 5.1761838465941175
