number of cycles = 100000; data structure = ExaLogLog (t = 1, d = 9, p = 9)
true distinct count; minimum memory size; average memory size; maximum memory size; minimum serialization size; average serialization size; maximum serialization size; relative distinct count estimation bias; relative distinct count estimation rmse; estimated memory MVP; estimated serialization MVP
1; 1064; 1064.0; 1064; 1024; 1024.0; 1024; -1.7428956226607208E-4; 2.691412411381311E-4; 6.165838093838522E-4; 5.934039669258127E-4
10; 1064; 1064.0; 1064; 1024; 1024.0; 1024; -1.8361489831873054E-4; 0.013416404278875773; 1.532159180926298; 1.4745592117185424
100; 1064; 1064.0; 1064; 1024; 1024.0; 1024; -1.2697165196229738E-4; 0.014054358391234048; 1.681332713086103; 1.618124716353543
1000; 1064; 1064.0; 1064; 1024; 1024.0; 1024; -1.510236575584394E-4; 0.014805944095091148; 1.8659664264157612; 1.7958173126407324
10000; 1064; 1064.0; 1064; 1024; 1024.0; 1024; 5.61056096487222E-5; 0.019534058277189504; 3.248004131794724; 3.1258987133062
100000; 1064; 1064.0; 1064; 1024; 1024.0; 1024; 2.931533225147029E-5; 0.021708386326485238; 4.0113143620922145; 3.8605130702842363
1000000; 1064; 1064.0; 1064; 1024; 1024.0; 1024; -5.939504709108002E-5; 0.021801300115159787; 4.045725397286297; 3.8936304575386917
